TQ,DPQ,C,OU,DI,DFT,DFO,RD
0,4,3,1,16,4,3,12
3,2,0,4,7,5,3,0
3,0,2,1,33,10,2,22
2,3,1,3,7,2,0,4
0,3,3,1,11,2,2,10
2,1,0,3,6,0,1,7
2,0,2,2,61,17,12,44
4,4,1,1,9,5,1,3
1,4,2,4,10,2,7,7
1,1,4,0,42,11,6,30
3,0,1,0,26,11,0,14
2,4,0,4,4,1,2,3
2,4,4,4,7,4,1,2
2,2,4,4,23,3,15,18
1,2,3,0,25,7,5,19
0,1,3,4,35,6,23,30
1,4,1,2,8,3,2,5
1,3,3,1,8,2,2,6
4,0,3,3,71,67,2,3
1,2,2,1,23,5,5,17
1,1,3,4,25,9,13,16
1,2,3,4,18,3,12,15
1,2,2,1,21,5,3,17
3,3,3,0,21,4,1,16
4,1,0,0,6,4,0,2
3,2,0,2,11,3,2,8
3,2,0,3,5,2,1,4
3,0,4,4,100,46,44,55
2,1,4,3,17,7,4,10
4,0,0,4,18,4,13,14
3,1,3,3,36,21,7,16
2,4,4,3,18,7,4,11
1,3,4,2,11,3,1,6
1,0,1,0,25,3,1,21
2,4,3,0,5,0,4,4
3,0,4,0,74,29,3,44
2,1,2,0,24,6,3,16
3,3,1,0,11,6,3,6
3,2,4,0,20,2,4,18
1,1,0,3,14,4,6,9
1,4,3,0,14,4,2,9
4,0,2,3,37,37,1,1
2,3,1,3,10,4,0,5
0,0,2,0,48,10,8,39
4,1,0,0,8,10,3,0
1,2,3,2,18,2,5,15
2,4,3,3,13,3,3,8
0,0,4,0,65,13,13,51
1,0,2,0,33,6,5,26
1,0,4,4,64,20,36,43
2,2,2,3,5,1,1,3
1,1,3,1,44,17,7,27
0,2,3,1,7,0,2,9
3,0,2,3,37,17,7,19
1,1,0,1,2,1,3,1
0,4,0,0,6,1,0,5
2,0,1,1,28,12,4,17
0,4,2,1,9,0,3,9
2,4,2,0,8,3,4,4
2,4,2,4,7,1,5,6
0,1,1,1,19,2,2,17
3,4,2,2,15,6,6,8
3,1,2,2,13,10,3,2
0,4,4,0,8,1,2,6
3,2,0,4,7,2,3,4
1,4,2,0,7,3,1,5
0,1,3,4,26,4,16,20
1,0,3,4,58,23,26,33
4,0,4,4,72,65,9,7
1,0,0,3,27,6,7,19
1,3,3,0,15,4,4,11
2,3,3,3,19,3,2,15
0,4,0,4,4,1,5,4
2,0,1,3,23,4,9,16
2,3,4,2,32,4,3,28
3,2,1,1,10,0,1,12
2,2,4,3,37,8,12,29
4,3,2,1,9,7,0,3
3,3,4,4,25,12,7,11
1,1,4,3,31,3,11,26
2,2,4,4,18,4,11,14
3,1,2,2,9,3,5,6
4,3,4,1,35,36,3,0
3,4,1,0,7,7,0,0
2,1,3,3,11,0,3,11
2,0,2,1,40,17,5,24
3,4,1,1,6,4,0,3
4,1,1,3,13,10,0,2
2,3,0,3,4,1,1,3
1,1,4,4,34,6,22,26
4,0,3,2,52,50,0,3
1,3,4,4,21,5,11,15
2,3,1,0,2,0,1,2
4,3,4,1,30,28,1,2
0,3,0,2,5,1,4,4
0,0,4,4,84,17,57,66
1,2,3,2,20,7,3,14
4,3,1,3,8,7,4,0
0,4,4,2,5,0,0,5
4,1,3,3,5,1,2,1
1,4,2,1,1,1,0,1
2,2,2,0,13,5,3,9
1,3,1,4,8,2,2,6
3,3,3,1,11,4,3,5
2,4,1,3,6,3,1,2
1,4,1,1,7,1,0,5
4,3,2,0,6,2,1,4
2,2,1,1,12,0,2,12
1,0,1,1,24,3,1,20
2,4,4,0,12,7,3,6
0,0,0,2,19,1,4,17
0,2,1,1,13,1,2,13
1,2,3,2,10,2,2,7
2,0,1,0,33,7,6,26
4,2,0,0,6,4,4,0
2,4,3,3,14,6,2,6
3,1,1,2,13,4,6,10
4,2,4,2,30,17,2,12
4,4,3,3,10,5,5,4
3,1,0,1,1,1,0,1
3,3,0,0,4,0,2,3
1,4,4,3,15,5,4,10
4,3,1,4,4,2,0,2
2,4,3,0,7,3,2,1
0,1,4,4,27,8,15,19
0,0,4,3,74,18,22,55
0,2,4,4,12,1,10,11
3,2,2,0,10,8,0,2
4,2,2,1,26,31,3,2
1,2,3,4,24,8,13,17
2,1,2,2,32,8,5,26
2,1,4,3,29,7,11,22
2,4,4,4,18,5,10,13
1,0,1,4,17,0,12,16
2,4,3,2,6,1,1,3
1,2,0,0,2,0,1,1
3,2,0,0,2,0,0,3
1,3,3,1,9,2,2,6
0,2,0,3,4,1,0,1
1,4,3,1,16,0,0,15
4,0,1,0,22,8,1,15
2,2,3,4,14,5,4,9
1,0,3,2,54,17,9,35
3,4,2,1,13,5,3,7
0,0,0,0,24,1,6,22
2,2,4,1,30,1,3,29
0,4,0,3,5,0,2,5
3,2,1,4,12,7,4,4
2,4,2,1,4,1,0,2
1,4,2,3,14,1,6,12
0,4,4,3,18,4,7,14
4,2,1,3,14,2,7,14
4,2,1,4,12,3,6,9
2,1,4,1,33,7,6,25
3,2,4,2,42,20,7,23
2,0,1,2,21,2,5,19
0,1,0,3,4,0,2,4
4,0,1,0,25,17,1,5
3,4,2,3,4,1,2,2
0,3,0,3,5,1,2,3
3,2,4,0,29,7,6,22
1,2,1,2,10,2,2,7
3,2,0,0,0,0,1,1
4,2,2,4,19,13,2,5
0,0,0,0,16,5,0,8
2,0,4,1,71,19,11,52
2,0,4,4,70,26,37,42
1,0,2,3,55,23,14,32
2,0,2,4,33,7,21,26
3,4,4,3,16,3,5,12
0,3,2,2,9,2,0,7
3,3,2,1,8,4,0,3
4,3,4,1,24,25,1,1
4,3,1,3,8,7,1,1
3,0,1,0,43,20,4,24
4,2,1,3,11,10,2,2
0,1,3,4,34,14,15,20
3,1,0,0,7,2,3,5
3,1,0,4,6,1,4,4
2,0,2,1,49,15,7,32
3,2,2,4,11,4,7,6
2,3,1,0,2,0,0,2
0,2,2,0,10,3,0,6
3,1,2,3,28,15,6,13
4,3,1,4,4,3,2,3
1,1,0,2,5,0,2,4
0,3,4,2,17,3,6,14
3,1,4,4,39,17,18,20
1,3,3,3,9,2,3,7
2,3,1,1,15,4,3,10
1,1,4,2,33,6,10,27
2,4,1,2,6,2,3,3
4,3,4,0,29,27,3,2
3,4,4,1,10,7,1,2
1,4,1,4,11,1,5,9
4,1,4,3,37,27,4,9
3,2,4,0,27,10,3,18
0,0,2,3,48,16,15,31
2,1,0,1,4,1,3,3
3,4,4,4,4,1,1,2
2,3,0,4,5,0,4,6
1,1,2,1,13,5,3,7
4,2,2,1,17,17,3,1
4,4,1,1,8,7,0,2
3,4,1,1,3,2,0,0
2,3,0,2,1,0,2,1
0,1,0,3,1,1,2,2
3,1,2,0,8,2,0,7
0,4,2,0,6,1,0,5
3,0,3,3,65,30,13,35
2,2,4,4,42,14,25,28
4,3,4,2,2,2,1,0
3,4,4,0,14,1,1,11
2,2,1,0,3,1,2,0
2,4,1,1,0,1,0,0
3,4,2,0,5,1,2,2
1,2,3,0,11,0,2,10
3,1,3,2,25,10,2,14
1,2,4,0,28,13,2,15
1,0,4,3,59,25,15,34
1,3,0,0,1,1,1,0
4,1,4,3,27,22,0,6
4,4,0,0,2,1,1,0
1,4,1,3,2,0,2,3
0,0,1,4,20,1,18,19
1,0,3,4,37,11,24,28
0,2,4,0,30,6,2,24
4,1,1,3,13,18,1,2
4,1,4,2,45,41,2,3
4,4,2,3,12,14,2,0
2,3,0,3,1,1,2,1
2,4,0,3,5,1,5,3
2,2,4,2,26,5,7,21
0,0,0,1,17,4,5,14
2,2,1,4,17,7,7,11
3,3,3,0,18,10,0,8
0,2,1,3,8,0,6,8
4,3,2,3,14,3,8,11
3,3,3,3,16,6,1,10
0,1,0,0,9,1,0,8
1,2,4,3,38,7,13,32
2,1,4,4,50,25,19,24
3,4,1,1,4,1,0,2
2,1,0,3,10,5,4,5
0,1,4,3,28,7,11,23
2,0,1,4,30,4,21,28
2,0,2,1,39,9,4,31
1,2,2,1,32,5,8,27
0,3,4,2,15,1,8,14
1,2,1,0,12,3,2,8
3,0,4,0,75,31,8,43
4,2,3,3,12,3,4,10
0,1,1,1,23,5,2,16
3,2,3,0,24,13,0,9
0,4,4,1,28,1,5,27
1,2,4,1,22,3,4,19
0,3,2,4,14,1,10,12
0,2,0,1,6,1,0,5
3,2,0,4,3,1,2,1
2,3,1,4,6,1,1,5
2,4,4,2,12,3,0,7
1,4,0,3,5,0,1,3
3,0,0,0,8,1,1,7
0,3,2,4,5,1,1,3
3,1,2,2,32,7,9,24
2,3,4,4,13,3,7,9
3,3,3,2,4,1,2,2
1,3,0,4,5,1,5,4
0,2,4,1,19,3,3,15
3,4,2,0,12,4,4,8
0,3,4,0,27,7,5,20
2,4,2,0,12,3,5,7
0,1,2,1,24,4,8,21
4,2,4,3,33,23,4,8
0,0,2,2,27,6,3,21
3,2,2,3,13,7,1,5
3,1,1,1,12,7,6,5
3,4,1,4,4,1,1,3
0,4,0,2,6,0,4,6
4,4,2,0,10,3,2,6
0,3,4,3,21,1,7,20
0,0,3,4,55,4,42,50
3,3,3,4,7,4,2,3
3,4,1,0,4,2,0,3
3,4,4,3,18,12,3,5
1,0,3,3,47,10,18,39
0,2,2,0,15,3,2,10
3,3,2,0,13,10,1,2
4,0,3,4,38,36,1,1
0,2,2,1,25,8,3,17
3,3,0,0,6,5,1,1
4,0,4,1,62,46,4,15
3,4,2,0,6,2,1,4
0,1,3,1,31,0,7,30
3,0,4,4,65,24,34,40
1,4,4,3,10,1,5,9
0,4,0,0,2,0,5,2
4,4,3,4,11,12,3,0
1,0,0,4,15,3,9,11
4,0,2,2,38,39,0,2
2,0,0,4,12,1,8,10
4,2,3,4,17,17,0,2
4,2,1,0,11,11,2,0
3,3,3,0,22,16,0,6
0,0,0,3,16,4,3,11
3,0,3,1,54,22,8,32
0,1,0,0,4,1,2,3
2,0,4,2,82,23,17,58
0,1,1,0,8,2,5,7
2,4,1,2,3,0,0,3
1,0,3,3,55,13,17,42
4,1,1,1,11,3,1,7
4,4,3,3,6,1,2,5
3,4,1,4,3,0,1,4
1,1,0,3,8,1,4,9
4,3,3,4,11,5,6,6
1,4,1,1,7,2,0,5
3,3,3,4,3,1,0,1
3,2,1,0,13,5,4,8
3,0,0,2,14,4,3,10
4,2,1,4,8,5,6,2
3,3,3,4,14,7,2,7
0,3,1,0,12,1,3,10
1,4,3,4,4,0,3,4
1,3,2,2,20,2,5,18
1,0,3,2,63,7,17,57
2,2,2,1,6,1,3,4
4,1,3,1,34,25,4,8
3,3,4,2,26,10,2,15
2,0,3,0,74,25,7,49
4,1,4,4,49,48,0,1
4,1,3,4,39,23,9,14
4,3,1,3,5,3,2,3
4,4,1,0,4,5,4,0
3,4,0,3,0,0,0,1
4,0,4,1,82,69,0,13
0,2,3,1,31,8,3,25
1,2,4,2,18,6,6,11
1,0,2,1,42,14,5,26
1,0,4,0,84,12,10,73
4,4,0,2,5,4,0,0
4,3,4,3,22,22,1,0
0,3,4,3,38,12,11,26
0,3,2,1,8,1,0,6
2,0,1,3,40,9,15,31
1,2,3,3,12,4,5,6
3,3,1,2,11,2,4,8
4,3,3,2,26,25,2,0
4,4,2,4,7,5,3,1
0,3,2,3,15,1,5,13
3,2,4,0,22,12,0,11
2,1,0,1,3,1,0,3
1,4,0,1,3,0,2,2
1,2,4,1,13,5,1,7
0,2,3,0,18,1,3,16
1,3,4,2,21,9,4,10
4,3,4,2,1,1,0,1
2,3,4,4,31,10,17,22
4,4,3,2,25,23,0,2
1,2,1,0,6,0,4,6
2,0,1,3,46,17,11,28
0,2,1,2,11,0,0,11
1,4,1,0,6,0,1,5
1,4,2,4,9,3,4,4
3,3,1,0,2,1,1,0
4,2,3,0,17,7,2,9
3,4,1,0,4,1,1,3
1,1,2,4,29,4,15,23
0,1,0,1,3,0,1,1
1,4,2,2,5,0,3,3
0,4,1,4,5,1,1,4
1,1,2,1,17,4,1,11
3,2,1,4,5,3,0,4
0,1,2,1,36,4,8,32
3,3,4,2,5,0,4,4
4,2,0,3,1,1,2,1
3,0,1,4,40,21,18,19
3,0,4,0,81,38,8,42
3,3,4,4,14,0,9,13
1,3,1,4,2,1,2,1
0,3,3,4,13,2,11,10
1,1,0,0,4,0,2,3
4,1,2,0,14,8,0,5
1,2,0,2,4,0,1,4
4,0,0,3,8,11,1,0
1,0,1,2,36,2,11,33
1,3,2,3,8,2,8,7
2,2,3,3,29,5,6,22
4,2,2,1,22,17,0,3
3,1,2,1,34,21,2,13
3,1,3,2,32,13,5,17
4,3,2,1,23,20,2,0
2,2,2,2,15,9,2,6
4,4,1,0,8,7,1,0
2,2,2,4,4,2,0,1
3,4,2,4,5,1,1,4
4,1,0,4,1,1,1,1
0,3,4,4,19,5,12,13
1,4,2,2,7,1,0,6
4,1,3,1,29,22,0,8
0,1,2,2,16,2,6,13
1,2,2,4,11,3,5,8
1,0,1,1,30,7,3,22
2,2,2,1,34,12,6,22
3,3,1,3,5,2,1,1
0,4,0,2,4,0,3,3
2,4,0,4,0,0,3,1
1,2,0,1,6,2,2,3
3,3,2,4,3,2,3,1
4,4,0,3,5,1,3,4
2,1,0,1,16,2,6,14
0,2,1,4,18,6,9,11
2,3,2,4,9,2,7,7
0,1,2,1,24,5,3,18
1,2,2,4,8,1,8,7
4,2,3,1,25,15,5,11
0,1,1,4,14,2,9,12
2,3,4,3,6,1,3,5
4,1,1,2,20,4,8,16
4,4,3,1,1,0,2,1
3,3,2,2,2,1,4,0
0,3,2,2,8,1,5,9
2,4,4,2,25,10,3,15
0,4,3,4,9,2,5,7
1,0,4,3,74,17,26,58
0,0,2,3,47,10,18,37
2,3,0,4,2,1,1,1
3,2,4,3,24,13,5,11
1,2,1,3,5,1,1,4
2,3,3,1,19,8,1,11
4,3,3,4,10,0,6,10
2,2,1,3,18,3,8,16
0,0,4,0,74,18,9,57
2,2,1,4,8,2,5,6
4,0,3,4,43,41,0,1
2,3,4,2,10,5,2,5
2,0,0,4,10,1,6,8
0,2,4,2,31,2,10,31
2,4,2,3,3,1,4,3
4,2,3,3,30,17,1,12
2,0,4,4,51,13,29,36
1,0,3,0,54,8,11,44
0,4,2,2,6,0,1,7
3,0,3,2,50,24,5,26
2,2,0,0,9,0,1,8
2,2,0,4,5,2,0,2
4,3,3,2,20,18,0,1
3,0,0,3,6,0,5,5
1,4,3,1,11,2,2,9
2,0,0,3,0,1,0,1
0,2,1,0,20,3,4,16
1,0,1,3,16,1,5,14
2,1,0,2,14,10,1,3
1,0,3,0,65,17,8,47
2,4,0,1,1,1,0,3
3,1,3,1,53,33,4,18
0,4,0,0,3,0,0,2
0,2,0,1,4,1,1,3
0,2,4,4,36,7,23,27
1,2,1,3,15,5,3,8
2,4,4,1,23,3,0,20
2,2,3,0,8,2,0,5
4,1,1,0,25,13,2,12
1,3,1,2,6,0,1,5
2,2,2,0,2,0,1,1
3,3,0,4,5,4,0,1
2,1,4,3,37,9,12,27
3,1,3,2,36,16,8,20
1,3,1,4,4,1,1,4
1,4,4,2,7,2,3,5
0,3,4,3,7,2,2,5
2,3,2,2,15,5,4,10
3,0,0,1,40,26,3,14
4,2,4,2,26,21,3,3
4,0,2,2,29,23,0,3
1,2,1,4,14,2,9,12
4,4,3,3,20,17,1,3
0,1,2,2,35,6,6,28
3,4,1,4,4,3,0,1
2,0,0,0,12,3,1,9
0,3,4,0,41,9,9,31
4,4,4,3,9,4,5,5
4,3,1,3,14,16,0,2
0,4,4,0,5,0,3,4
0,2,4,0,37,12,5,24
0,0,1,1,6,0,2,6
1,2,3,3,17,6,1,12
4,4,0,1,5,3,4,1
3,2,0,2,10,6,0,4
1,2,1,3,14,4,5,10
0,2,2,1,4,0,1,3
0,1,2,1,21,4,3,18
0,4,2,3,17,4,4,13
0,3,1,0,9,1,1,8
3,4,2,3,7,3,2,4
2,0,1,0,33,6,3,26
3,4,0,3,5,1,3,4
2,3,4,1,30,5,9,24
0,2,2,0,6,0,2,5
3,3,4,1,7,3,3,3
1,3,4,0,19,5,2,15
2,3,1,1,7,3,5,4
2,0,4,3,83,25,27,56
2,2,3,1,23,2,7,22
3,1,2,0,13,6,2,7
1,3,0,4,3,0,3,2
4,2,1,2,16,11,2,6
1,0,0,1,21,4,2,15
2,1,1,4,10,4,8,6
1,1,0,0,4,0,4,5
2,0,0,3,19,5,0,13
1,2,0,3,0,1,2,0
2,4,3,2,11,6,0,6
4,0,4,2,73,65,3,6
2,2,2,1,18,5,4,12
1,4,4,2,33,8,5,23
4,4,4,1,11,16,9,1
0,1,4,2,21,4,5,17
1,0,1,4,35,11,21,24
2,1,3,1,10,3,1,7
4,1,3,4,27,27,0,0
0,0,3,4,64,18,37,46
0,4,0,3,4,0,2,4
4,2,0,3,0,0,0,3
4,0,4,0,99,79,4,20
3,4,2,4,3,1,3,3
4,3,4,0,21,18,0,0
2,4,1,4,9,3,2,6
3,0,4,0,63,31,6,30
3,4,3,1,11,4,4,6
2,2,0,1,8,3,6,4
2,0,0,2,2,0,2,3
4,2,3,2,21,18,0,2
3,3,1,1,6,2,0,5
4,4,3,3,25,18,2,5
2,1,1,0,1,0,1,0
3,3,4,3,16,6,5,9
1,4,0,3,4,0,2,3
0,0,4,2,73,14,19,59
0,3,1,0,3,1,5,0
3,3,0,2,3,1,0,1
4,4,1,0,4,2,2,3
3,1,4,1,36,5,5,30
0,2,0,2,10,2,2,7
1,3,3,0,11,1,2,8
2,2,3,2,16,5,1,8
0,4,2,0,6,1,2,6
1,0,1,1,21,6,7,14
2,0,4,2,63,23,11,38
2,4,4,4,6,2,7,4
2,3,0,0,3,0,3,3
1,1,3,0,27,12,3,14
3,3,4,0,18,6,3,12
1,0,0,2,13,3,2,9
3,1,1,4,18,6,5,11
1,4,0,4,2,0,2,0
2,0,3,2,68,17,18,52
4,2,1,3,11,10,1,0
2,0,4,1,78,30,7,47
2,0,3,2,55,12,10,43
1,2,4,2,25,9,1,15
1,4,3,4,17,5,9,12
4,0,4,3,86,67,9,18
4,0,0,2,16,17,1,2
0,3,1,4,2,1,3,2
0,0,3,1,65,14,11,51
1,4,0,2,2,1,1,0
1,4,1,3,5,1,2,2
3,4,2,3,21,14,4,7
3,2,0,3,5,1,0,4
0,2,0,2,3,0,1,1
0,4,2,4,12,1,8,11
3,4,1,4,1,0,5,2
4,3,2,1,15,15,3,0
2,2,2,3,13,4,3,7
3,1,2,3,20,8,8,11
2,2,0,3,4,1,3,3
3,0,3,0,62,29,6,35
2,0,1,1,37,5,6,32
2,1,3,0,17,1,0,15
1,4,4,4,21,6,9,13
1,1,2,0,11,3,2,6
4,1,2,3,18,18,3,1
4,2,3,4,19,14,3,4
4,3,3,1,11,1,2,8
1,2,4,2,24,8,6,16
1,1,2,4,23,2,15,21
2,4,4,1,14,6,5,7
4,1,2,0,16,14,1,3
1,4,0,0,3,0,2,4
3,0,4,0,84,34,13,50
0,4,4,2,20,2,3,16
2,3,3,4,5,3,3,1
3,0,1,0,26,14,1,12
3,3,0,0,1,1,2,1
2,2,1,3,7,0,3,5
3,3,3,1,17,6,0,10
1,4,2,3,7,0,1,7
0,0,0,2,6,1,0,4
0,3,4,0,19,3,1,14
3,4,3,4,12,8,5,4
1,0,0,2,33,10,4,21
4,3,0,4,6,6,4,0
2,1,4,1,16,4,3,11
1,2,3,3,13,5,4,9
2,4,4,4,11,5,7,6
4,0,0,4,10,10,2,1
0,3,1,2,9,2,5,7
0,3,4,3,19,2,1,16
4,1,2,3,26,24,0,2
1,4,1,3,8,2,0,6
3,4,2,4,1,1,1,1
0,3,3,4,15,6,7,8
4,1,2,3,11,17,2,1
0,3,4,3,19,3,5,13
2,3,4,4,16,3,13,12
0,3,2,2,14,5,2,9
3,0,0,2,19,5,0,12
1,1,3,2,10,3,5,7
2,4,4,2,11,4,0,8
0,1,3,4,15,2,13,13
0,2,1,2,2,1,3,1
4,4,1,2,5,1,2,1
4,3,1,2,10,13,2,1
4,4,2,4,10,3,3,7
2,4,2,1,13,4,4,10
3,0,0,4,2,1,0,1
3,3,3,3,13,1,3,10
4,4,2,4,13,12,0,2
4,3,4,0,20,19,4,3
2,0,4,1,82,28,13,54
0,4,0,1,3,0,0,2
3,4,2,1,4,1,0,2
2,3,1,1,6,1,2,4
0,4,3,3,11,1,4,9
0,2,0,4,5,0,4,4
0,3,3,2,22,7,9,16
1,1,1,4,23,8,9,13
2,3,3,4,11,1,4,8
2,1,1,3,7,2,2,3
1,2,1,0,4,0,3,4
2,0,3,4,52,16,30,35
1,2,4,1,8,4,0,4
3,0,4,3,66,33,12,33
3,0,0,0,9,5,3,3
2,4,1,3,6,3,1,1
2,4,1,2,1,1,0,2
4,3,0,1,3,4,0,2
2,3,1,4,9,2,6,7
1,3,2,0,11,3,2,7
0,0,3,1,75,9,14,65
1,0,2,3,30,8,9,20
2,3,0,1,6,3,4,2
1,4,4,0,14,0,2,14
2,2,1,2,24,8,3,16
0,3,4,0,18,6,2,10
1,4,3,3,1,1,0,3
3,4,2,3,10,4,4,6
1,4,4,2,7,3,0,4
3,1,1,1,4,1,1,2
0,4,0,4,3,1,2,2
4,3,2,3,10,7,0,3
3,1,1,4,16,9,1,6
4,2,1,2,10,12,2,0
2,4,3,1,4,1,6,3
4,0,3,1,48,32,4,15
3,4,4,3,14,7,5,8
0,4,4,3,21,3,8,17
4,2,3,4,38,35,2,1
0,2,0,3,3,1,0,0
1,0,3,0,49,9,10,40
1,2,1,3,11,3,1,6
4,4,2,3,3,4,2,2
1,2,4,0,4,1,3,2
2,1,3,3,29,18,7,11
2,1,4,1,19,7,1,11
4,3,1,0,9,7,0,2
3,4,1,4,5,3,2,1
4,4,2,4,3,1,5,3
0,3,0,0,3,1,0,3
3,1,0,0,6,2,0,2
3,4,0,4,2,1,1,1
1,3,4,2,10,2,4,7
3,2,0,4,5,2,3,3
2,2,2,0,3,1,3,2
4,2,4,1,24,16,1,8
0,3,2,3,16,1,5,12
1,1,1,3,2,0,2,1
0,2,2,0,15,3,1,10
4,2,3,2,9,7,2,1
4,1,3,0,21,19,1,2
1,2,1,1,7,1,1,5
1,4,1,2,10,3,0,7
1,3,4,4,19,2,12,15
1,2,1,3,14,1,8,13
1,3,1,1,7,1,1,7
2,3,0,3,9,0,2,7
1,4,2,0,23,2,4,21
0,3,4,2,24,6,7,17
3,0,4,3,88,35,21,52
0,4,4,3,17,1,11,17
4,3,0,4,6,4,1,2
2,3,4,2,22,4,8,19
3,0,3,1,74,41,9,33
1,2,4,2,41,6,13,33
2,1,2,1,19,5,4,14
3,3,3,2,22,9,2,13
1,3,0,1,0,0,0,0
0,1,4,4,33,8,22,25
2,1,4,3,27,12,4,14
4,1,4,0,36,32,3,2
0,4,1,2,7,2,2,4
2,4,3,1,14,1,0,12
0,2,3,3,19,5,3,14
1,3,0,2,0,0,1,0
0,4,1,4,5,1,1,4
4,4,4,0,5,5,2,1
0,1,4,0,23,2,2,19
4,4,4,2,8,8,0,1
2,4,2,1,15,4,4,12
1,3,2,3,8,1,6,8
3,2,0,2,6,3,3,3
2,0,0,1,6,0,1,6
1,3,1,2,13,3,3,9
2,1,4,4,48,11,30,36
1,3,0,1,2,0,2,2
4,1,1,2,11,5,0,5
1,4,4,3,8,1,7,6
1,1,3,1,34,7,6,24
1,1,1,1,7,0,2,5
0,1,0,0,3,0,2,2
1,3,1,0,5,1,2,4
3,4,0,4,1,0,3,0
1,3,0,3,3,1,3,0
4,0,2,0,22,12,1,10
0,0,3,2,53,7,14,45
0,4,0,1,2,0,1,1
3,2,4,1,4,0,0,3
4,4,1,1,4,4,0,1
1,0,1,4,38,17,17,21
0,4,1,1,7,1,2,5
2,1,4,2,45,10,10,36
4,3,3,4,16,18,2,1
1,4,0,4,2,1,0,1
0,4,3,2,4,0,6,4
4,0,1,4,31,21,6,9
2,1,2,4,30,5,20,25
2,2,2,4,14,4,5,9
3,1,0,4,10,3,5,6
3,1,1,2,14,11,3,4
1,2,4,0,20,2,1,16
2,0,0,4,29,15,11,14
4,2,4,4,23,9,11,11
3,2,3,3,23,18,1,3
0,2,4,2,20,5,0,13
3,2,1,3,10,5,5,4
4,1,1,2,17,13,0,2
4,1,2,1,13,11,3,1
4,4,2,3,11,9,0,1
2,1,1,2,2,1,5,0
3,3,2,2,23,5,5,17
0,1,1,0,20,0,2,21
1,0,1,4,49,24,19,24
0,3,4,3,18,4,2,12
1,0,4,1,80,24,16,56
0,1,0,1,10,0,2,11
4,3,4,3,34,29,1,7
2,3,1,1,6,1,0,6
3,4,4,4,17,13,3,4
3,4,4,1,6,2,2,3
2,1,1,4,4,0,3,5
2,2,1,1,11,1,1,10
2,0,1,0,29,11,4,18
1,1,4,4,40,11,22,27
1,1,3,2,12,2,2,10
2,1,4,2,53,20,10,33
3,1,4,4,39,13,22,26
1,0,1,1,28,9,5,19
3,2,1,3,15,5,2,9
3,3,1,1,7,1,0,5
0,1,2,2,2,1,1,1
1,1,1,4,12,2,9,10
3,4,2,3,10,6,2,4
0,4,0,1,1,1,0,2
2,4,3,2,5,1,3,2
0,2,3,0,22,2,4,20
3,1,0,0,7,3,1,2
2,1,3,0,15,3,3,12
2,3,3,0,7,0,0,6
4,4,3,3,17,25,0,0
1,0,2,3,55,10,19,44
2,2,2,0,22,5,1,17
1,0,4,4,72,16,45,54
0,1,4,0,30,4,5,26
4,0,4,4,66,58,2,8
0,0,4,3,68,19,22,49
3,1,2,4,10,1,10,10
2,4,3,2,3,0,3,2
3,4,1,0,8,1,0,7
0,2,2,2,22,2,5,18
1,0,0,0,21,7,3,11
4,4,4,3,11,13,5,1
0,0,4,0,79,11,12,68
2,2,1,1,6,1,2,5
4,3,2,3,16,10,0,6
3,2,4,1,18,10,2,8
4,0,1,0,34,26,0,8
4,3,1,3,7,12,1,3
4,2,1,3,22,5,8,18
3,0,1,4,10,2,6,7
2,1,1,0,10,0,3,10
3,0,1,2,39,23,8,16
4,2,4,2,17,13,1,5
0,3,0,0,5,1,1,4
1,2,3,1,11,2,2,9
2,2,0,4,5,1,2,3
1,2,3,2,41,3,11,38
2,0,1,2,17,5,1,12
4,0,0,0,32,32,1,0
1,1,1,0,13,2,2,9
1,4,0,1,2,0,0,3
4,4,3,4,8,7,2,2
0,1,4,4,20,0,16,17
2,3,4,2,32,10,5,21
4,2,4,1,25,16,2,9
2,2,1,0,16,3,2,12
1,0,1,1,43,1,8,42
2,2,1,1,8,1,1,5
1,1,1,3,2,1,3,1
2,4,0,2,2,1,0,1
4,2,4,3,18,17,0,1
1,3,2,2,19,5,3,14
2,1,1,4,13,2,9,11
4,1,0,3,4,5,2,0
1,2,1,1,22,4,5,17
0,1,1,3,27,6,14,21
3,1,0,3,7,2,0,5
0,4,0,2,4,1,4,2
2,2,1,4,8,2,3,5
3,0,1,1,46,19,7,28
0,2,1,3,4,0,6,4
0,4,2,3,10,2,1,7
3,4,2,4,2,0,2,2
2,1,4,2,38,7,13,31
0,1,4,2,46,4,12,41
3,3,1,3,1,0,1,1
4,2,2,2,15,5,5,9
3,2,1,3,6,2,0,3
3,0,2,4,46,17,27,29
0,4,0,4,1,0,1,2
1,3,1,4,3,0,0,2
1,1,3,4,43,15,22,28
3,2,3,1,24,8,5,14
2,4,0,3,2,1,0,2
0,0,0,2,22,7,6,15
3,3,3,1,22,7,4,14
1,3,3,1,13,3,0,10
2,4,3,1,7,2,1,4
0,0,3,0,56,18,6,38
1,1,2,4,25,6,13,19
0,2,2,2,13,3,2,7
1,1,0,3,1,1,1,1
1,1,2,2,18,7,3,10
3,1,1,0,12,8,4,4
4,1,1,0,12,9,2,2
3,2,0,0,12,12,3,2
3,4,0,1,6,3,2,3
1,3,4,3,6,1,3,7
1,3,3,4,14,3,4,9
2,4,3,3,1,0,2,0
2,1,1,0,19,11,1,8
0,4,4,3,17,5,7,13
0,4,3,1,7,0,3,7
